catalogNumber,cruise_id,mesh,parentEventID,type,modified,license,institutionCode,datasetName,basisOfRecord,informationWithheld,recordedBy,recordedByID,language,locationID,datasetID,eventDateTime,eventID,fieldNumber,eventDate,eventTime,year,month,day,samplingProtocol,habitat,sampleSizeValue,sampleSizeUnit,samplingEffort,decimalLatitude,decimalLongitude,higherGeographyID,higherGeography,continent,country,countryCode,stateProvince,geodeticDatum,georeferencedBy
9,SV18067,500,IMaRS_MBON_zooplankton,Event,2022-11-15,http://creativecommons.org/publicdomain/zero/1.0/legalcode,USF_IMaRS,MBON Florida Keys National Marine Sanctuary,PreservedSpecimen,collector identities withheld because changed frequently,Natlia Lopez Figueroa,https://orcid.org/0000-0002-7527-0481,en,LK,IMaRS_MBON_zooplankton:SV18067,2018-03-09T15:03:00+0000,IMaRS_MBON_zooplankton:SV18067:stnLK:500um:2018-03-09T15:03:00,SV18067-Looe Key (deep)-500,2018-03-09,15:03:00+0000,2018,3,9,500 mesh size (um) - bongo nets | http://drs.nio.org/drs/handle/2264/95,near reef,144.26880688677304,Volume per cubic metre of filtered seawater,4.83 minutes,24.32,-81.24,http://vocab.getty.edu/tgn/7030258,North America | United States | Florida,North America,United States,US,Florida,EPSG:4326,NOAA AOML | USF IMaRS | RSMAS R/V Walton Smith
