"eventID","occurrenceID","measurementValue","measurementType","measurementTypeID","measurementUnit","measurementUnitID"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Copepod_nauplii:nauplii","6.32875424252065","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Copepod_nauplii:nauplii","266.666666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Copilia_mirabilis:unkwn","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Copilia_mirabilis:unkwn","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Corycaeus_spp:unkwn","117.081953486632","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Corycaeus_spp:unkwn","4933.33333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Cyphonautes:unkwn","6.32875424252065","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Cyphonautes:unkwn","266.666666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Doliolids:unkwn","47.4656568189049","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Doliolids:unkwn","2000","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Echinoderm_larvae:larvae","25.3150169700826","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Echinoderm_larvae:larvae","1066.66666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Eucalanus_spp:unkwn","18.986262727562","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Eucalanus_spp:unkwn","800","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Euchaeta_spp:unkwn","9.49313136378098","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Euchaeta_spp:unkwn","400","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Euterpina_acuntifrons:unkwn","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Euterpina_acuntifrons:unkwn","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Farranula_spp:unkwn","41.1369025763842","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Farranula_spp:unkwn","1733.33333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Hyperiid_Amphipods:unkwn","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Hyperiid_Amphipods:unkwn","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Isopods:unkwn","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Isopods:unkwn","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Jellyfish:unkwn","6.32875424252065","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Jellyfish:unkwn","266.666666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Lancelet:unkwn","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Lancelet:unkwn","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Larvaceans:unkwn","189.86262727562","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Larvaceans:unkwn","8000","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Macrosatellae_spp:unkwn","12.6575084850413","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Macrosatellae_spp:unkwn","533.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Mesocalanus_spp:unkwn","22.1506398488223","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Mesocalanus_spp:unkwn","933.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Microsatellae_spp:unkwn","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Microsatellae_spp:unkwn","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Mysid:unkwn","34.8081483338636","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Mysid:unkwn","1466.66666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Nannoccalanus_spp:unkwn","12.6575084850413","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Nannoccalanus_spp:unkwn","533.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Neocalanus_spp:unkwn","25.3150169700826","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Neocalanus_spp:unkwn","1066.66666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Oithona_spp:unkwn","107.588822122851","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Oithona_spp:unkwn","4533.33333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Oncaea_spp:unkwn","37.9725254551239","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Oncaea_spp:unkwn","1600","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Ostracods:unkwn","161.383233184277","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Ostracods:unkwn","6800","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Paracalanus_spp:unkwn","218.342021366962","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Paracalanus_spp:unkwn","9200","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Parvocalanus_spp:unkwn","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Parvocalanus_spp:unkwn","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Penaeoidea_larvae:larvae","9.49313136378098","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Penaeoidea_larvae:larvae","400","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Pointed_Fish_Eggs:egg","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Pointed_Fish_Eggs:egg","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Polychaete_Larvae:larvae","31.6437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Polychaete_Larvae:larvae","1333.33333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Pteropods:unkwn","56.9587881826859","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Pteropods:unkwn","2400","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Round_Fish_Eggs:egg","25.3150169700826","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Round_Fish_Eggs:egg","1066.66666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Saphirinna_spp:unkwn","9.49313136378098","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Saphirinna_spp:unkwn","400","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Scolecithrix_sp:unkwn","22.1506398488223","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Scolecithrix_sp:unkwn","933.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Sergestids:unkwn","15.8218856063016","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Sergestids:unkwn","666.666666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Siphonophore:unkwn","91.7669365165494","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Siphonophore:unkwn","3866.66666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Stomatopod_Larvae:larvae","3.16437712126033","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Stomatopod_Larvae:larvae","133.333333333333","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Temora_sp:unkwn","34.8081483338636","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Temora_sp:unkwn","1466.66666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Undinula_vulgaris:unkwn","25.3150169700826","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18008:stnMR:200um:2018-01-09","WS18008:stnMR:200um:2018-01-09:Undinula_vulgaris:unkwn","1066.66666666667","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01",,"bongo nets","bongo nets","http://vocab.nerc.ac.uk/collection/L22/current/NETT0176/",,
"WS18120:stnWS:500um:2018-05-01",,"247.205","Length of sampling track","http://vocab.nerc.ac.uk/collection/P01/current/LENTRACK/","metres","http://vocab.nerc.ac.uk/collection/P06/current/ULAA/"
"WS18120:stnWS:500um:2018-05-01",,"0.5","Sampling device aperture diameter","http://vocab.nerc.ac.uk/collection/Q01/current/Q0100012/","metres","http://vocab.nerc.ac.uk/collection/P06/current/ULAA/"
"WS18120:stnWS:500um:2018-05-01",,"0.785398163397448","Sampling device aperture surface area","http://vocab.nerc.ac.uk/collection/Q01/current/Q0100017/","per square metre","http://vocab.nerc.ac.uk/collection/P06/current/PMSQ/"
"WS18120:stnWS:500um:2018-05-01",,"0","flow meters","http://vocab.nerc.ac.uk/collection/L05/current/388/",,
"WS18120:stnWS:500um:2018-05-01",,"1009","flow meters","http://vocab.nerc.ac.uk/collection/L05/current/388/",,
"WS18120:stnWS:500um:2018-05-01",,"0.5","Sub-sampling coefficient","http://vocab.nerc.ac.uk/collection/P01/current/SSAMPC01/","Dimensionless","http://vocab.nerc.ac.uk/collection/P06/current/UUUU/"
"WS18120:stnWS:500um:2018-05-01",,"48.5385882456665","Sample volume (filtration) by measuring cylinder","http://vocab.nerc.ac.uk/collection/P01/current/VOLFMCXX/","per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/PCUM/"
"WS18120:stnWS:500um:2018-05-01",,"5","Sample Duration","http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/","Minutes","http://vocab.nerc.ac.uk/collection/P06/current/UMIN/"
"WS18120:stnWS:500um:2018-05-01",,"1.5","Speed of towing platform","http://vocab.nerc.ac.uk/collection/P01/current/TOWSPEED/","Knots (nautical miles per hour)","http://vocab.nerc.ac.uk/collection/P06/current/UKNT/"
"WS18120:stnWS:500um:2018-05-01",,"0.824016666666667","Speed","http://vocab.nerc.ac.uk/collection/S06/current/S0600152/","Metres per second","http://vocab.nerc.ac.uk/collection/P06/current/UVAA/"
"WS18120:stnWS:500um:2018-05-01",,"500","Sampling net mesh size","http://vocab.nerc.ac.uk/collection/Q01/current/Q0100015/","Micrometres","http://vocab.nerc.ac.uk/collection/P06/current/UMIC/"
"WS18120:stnWS:500um:2018-05-01",,"microscopy","microscopy","http://vocab.nerc.ac.uk/collection/S04/current/S0419/",,
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Anomuran_larvae:larvae","3.7083896855214","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Anomuran_larvae:larvae","180","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Brachyuran_Megalopa:megalopae","1.2361298951738","Zooplankton taxonomy-related abundance per unit volume of the water column","http://vocab.nerc.ac.uk/collection/P02/current/ZATX/","Number per cubic metre","http://vocab.nerc.ac.uk/collection/P06/current/UPMM/"
"WS18120:stnWS:500um:2018-05-01","WS18120:stnWS:500um:2018-05-01:Brachyuran_Megalopa:megalopae","60","Count (in assayed sample) of biological entity specified elsewhere","http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/","Count of Biological Entity","http://vocab.nerc.ac.uk/collection/P09/current/OCNT/"
